datadate,year,tic,conm,cik,conml
31dec2005,2005,"HLTOY","OTE - HELLENIC TELECOM ORG","0001071672","Hellenic Telecommunications Organizations OTE"
30sep2013,2013,"MTOR","MERITOR INC","0001113256","Meritor Inc"
31mar2006,2005,"SNIC","SONIC SOLUTIONS","0000916235","Sonic Solutions"
31dec2008,2008,"BTI","BRITISH AMER TOBACCO PLC","0001303523","British American Tobacco PLC"
31dec2016,2016,"EMESQ","EMERGE ENERGY SERVICES LP","0001555177","Emerge Energy Services LP"
31dec2006,2006,"BBVA1","BBVA COMPASS BANCSHARES INC","0001409775","BBVA Compass Bancshares Inc"
31dec2016,2016,"GBCI","GLACIER BANCORP INC","0000868671","Glacier Bancorp Inc"
31dec2012,2012,"ALR","ALERE INC","0001145460","Alere Inc"
28feb2013,2012,"RAD","RITE AID CORP","0000084129","Rite Aid Corp."
31dec2010,2010,"UL.1","UNILEVER PLC","","Unilever PLC"
31dec2014,2014,"NBL","NOBLE ENERGY INC","0000072207","Noble Energy Inc"
31dec2015,2015,"ZTS","ZOETIS INC","0001555280","Zoetis Inc"
31dec2013,2013,"ILMN","ILLUMINA INC","0001110803","Illumina Inc"
31dec2015,2015,"HFWA","HERITAGE FINANCIAL CORP","0001046025","Heritage Financial Corp"
31dec2006,2006,"CHL","CHINA MOBILE LTD","0001117795","China Mobile Ltd"
31dec2012,2012,"AKS","AK STEEL HOLDING CORP","0000918160","AK Steel Holding Corp"
31dec2014,2014,"HFWA","HERITAGE FINANCIAL CORP","0001046025","Heritage Financial Corp"
31dec2011,2011,"GTE","GRAN TIERRA ENERGY INC","0001273441","Gran Tierra Energy Inc"
31mar2016,2015,"NEWR","NEW RELIC INC","0001448056","New Relic Inc"
31dec2011,2011,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service Inc"
31dec2012,2012,"PRG","PROG HOLDINGS INC","0001808834","PROG Holdings Inc"
31dec2009,2009,"TX","TERNIUM SA -ADR","0001342874","Ternium SA"
31dec2006,2006,"ED","CONSOLIDATED EDISON INC","0001047862","Consolidated Edison Inc."
31dec2003,2003,"EONGY","E.ON SE","0001136808","E.ON SE"
31dec2011,2011,"CNA","CNA FINANCIAL CORP","0000021175","CNA Financial Corp"
31oct2014,2014,"SNPS","SYNOPSYS INC","0000883241","Synopsys Inc"
31dec2007,2007,"RRI.3","RRI ENERGY INC","0001126294","RRI Energy Inc"
31dec2015,2015,"LVS","LAS VEGAS SANDS CORP","0001300514","Las Vegas Sands Corp"
31mar2016,2015,"HDB","HDFC BANK LTD","0001144967","H D F C Bank Ltd"
31dec2012,2012,"LBTYK","LIBERTY GLOBAL PLC","0001570585","Liberty Global Plc"
31dec2010,2010,"PPC","PILGRIM'S PRIDE CORP","0000802481","Pilgrim's Pride Corp"
31dec2006,2006,"CCK","CROWN HOLDINGS INC","0001219601","Crown Holdings Inc"
31dec2007,2007,"UL","UNILEVER PLC","0000217410","Unilever PLC"
31dec2007,2007,"UNUL.CM","UNILEVER GROUP (GBP)","","Unilever Group (GBP)"
30jun2003,2003,"1279B","PRO-FAC COOPERATIVE INC","0000202932","Pro-Fac Cooperative Inc."
31dec2003,2003,"KYPH","KYPHON INC","0001123313","Kyphon Inc"
31dec2013,2013,"ACMP","ACCESS MIDSTREAM PARTNERS LP","","Access Midstream Partners LP"
31dec2004,2004,"EMC","EMC CORP/MA","0000790070","EMC Corp"
31dec2002,2002,"DOW2","UNION CARBIDE CORP","0000100790","Union Carbide Corp"
31dec2008,2008,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
31dec2003,2003,"BBAR","BANCO BBVA ARGENTINA SA","0000913059","Banco BBVA Argentina SA"
31dec2005,2005,"FTI","TECHNIPFMC PLC","0001681459","TechnipFMC plc"
31mar2010,2009,"HND1","NOVELIS INC","0001304280","Novelis Inc"
30jun2002,2002,"1900B","AGWAY INC","0000002852","Agway Inc"
31dec2002,2002,"UAL2","UNITED AIRLINES INC","0000319687","United Airlines Inc"
31mar2016,2015,"CA","CA INC","0000356028","CA Inc"
31dec2014,2014,"SFNC","SIMMONS FIRST NATL CP  -CL A","0000090498","Simmons First National Corp"
31dec2006,2006,"HVMGY","BAYERISCHE HYPO- & VEREINSBK","0000925900","Bayerische Hypo- Und Vereinsbank AG, Muenchen"
31dec2003,2003,"CZR.2","CAESARS ENTERTAINMENT -OLD","0001070794","Caesars Entertainment Inc -OLD"
31jan2014,2013,"SPLS","STAPLES INC","0000791519","Staples Inc."
31mar2008,2007,"FUJIY","FUJIFILM HLDGS CORP","0000800365","Fujifilm Holdings Corp"
31dec2005,2005,"TLAB","TELLABS INC","0000317771","Tellabs Inc"
31dec2013,2013,"VIEWF","VIEWTRAN GROUP INC","0001519380","Viewtran Group Inc"
31dec2008,2008,"PHG","KONINKLIJKE PHILIPS NV","0000313216","Koninklijke Philips NV"
30sep2014,2014,"OSK","OSHKOSH CORP","0000775158","Oshkosh Corp"
31dec2015,2015,"CYS","CYS INVESTMENTS INC","0001396446","CYS Investments Inc"
31dec2005,2005,"BHP1","PETROHAWK ENERGY CORP","0001059324","Petrohawk Energy Corp"
31dec2015,2015,"STBZ","STATE BANK FINANCIAL CORP","0001497275","State Bank Financial Corp"
31dec2007,2007,"TWC","TIME WARNER CABLE INC","0001377013","Time Warner Cable Inc"
31dec2015,2015,"EQGP","EQT GP HOLDINGS LP","0001632933","EQT GP Holdings LP"
31dec2016,2016,"PAYC","PAYCOM SOFTWARE INC","0001590955","Paycom Software Inc"
31mar2006,2005,"KYOCY","KYOCERA CORP","0000057083","Kyocera Corp"
31dec2003,2003,"NVE","NV ENERGY INC","0000741508","NV Energy Inc"
31dec2009,2009,"SIM","GRUPO SIMEC SA DE CV","0000887153","Grupo Simec SA De C.V."
31dec2001,2001,"AKS","AK STEEL HOLDING CORP","0000918160","AK Steel Holding Corp"
31dec2007,2007,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
31dec2002,2002,"SSCC.","SMURFIT-STONE CONTAINER CORP","0000094610","Smurfit-Stone Container Corp"
31dec2002,2002,"DAL","DELTA AIR LINES INC","0000027904","Delta Air Lines Inc"
31dec2002,2002,"MUR","MURPHY OIL CORP","0000717423","Murphy Oil Corp"
30sep2006,2006,"0083A","ARAMARK CORP","0000007032","Aramark Corp"
31dec2004,2004,"TKS.1","PINAFORE HOLDINGS BV","0000838877","Pinafore Holdings B.V."
31dec2008,2008,"9769B","AMERICAN FAMILY INS GROUP","0001044906","American Family Insurance Group"
31dec2015,2015,"RBA","RITCHIE BROS AUCTIONEERS INC","0001046102","Ritchie Bros Auctioneers Inc"
31dec2011,2011,"OAS","OASIS PETROLEUM INC","0001486159","Oasis Petroleum Inc"
31dec2002,2002,"CCHGY","COCA-COLA HBC AG","0001558633","Coca-Cola HBC AG"
31dec2013,2013,"9627A","HARTFORD LIFE INSURANCE CO","0000045947","Hartford Life Insurance Co"
31dec2016,2016,"DEN","DENBURY INC","0000945764","Denbury Inc."
30jun2003,2003,"AVT","AVNET INC","0000008858","Avnet Inc"
31dec2014,2014,"WY","WEYERHAEUSER CO","0000106535","Weyerhaeuser Co"
31mar2012,2011,"NSANY","NISSAN MOTOR CO LTD","0000800937","Nissan Motor Co Ltd"
31dec2015,2015,"CRPB","CALIFORNIA REPUBLIC BANCORP","0001567861","California Republic Bancorp"
31dec2004,2004,"FRFHF","FAIRFAX FINANCIAL HOLDINGS","0000915191","Fairfax Financial Holdings Ltd"
31dec2002,2002,"CELL","BRIGHTPOINT INC","0000918946","Brightpoint Inc"
31dec2016,2016,"0141A","HEXION INC","0000013239","Hexion Inc"
31dec2011,2011,"QEP","QEP RESOURCES INC","0001108827","QEP Resources Inc"
31dec2011,2011,"OB.1","ONEBEACON INSURANCE GROUP","0001369817","OneBeacon Insurance Group Ltd"
31dec2011,2011,"CIB","BANCOLOMBIA SA","0001071371","Bancolombia Sa Bancolombia, Colombia"
31dec2001,2001,"ALD.1","ALLIED CAPITAL CORP","0000003906","Allied Capital Corp"
30sep2014,2014,"COV","COVIDIEN PLC","0001385187","Covidien Plc"
31dec2014,2014,"AGCO","AGCO CORP","0000880266","AGCO Corp"
31dec2008,2008,"BC","BRUNSWICK CORP","0000014930","Brunswick Corp"
31dec2015,2015,"UCBI","UNITED COMMUNITY BANKS INC","0000857855","United Community Banks Inc"
30jun2008,2008,"0090A","READERS DIGEST ASSN INC","0000858558","Reader's Digest Assn Inc"
31aug2007,2007,"COST","COSTCO WHOLESALE CORP","0000909832","Costco Wholesale Corp"
31dec2016,2016,"AMX","AMERICA MOVIL SA DE CV","0001129137","America Movil SA De CV, Mexico"
31dec2008,2008,"BLC","BELO CORP  -SER A COM","0000356080","Belo Corp."
31oct2005,2005,"COO","COOPER COS INC (THE)","0000711404","Cooper Cos Inc (The)"
31dec2015,2015,"WMGI","WRIGHT MEDICAL GROUP NV","0001492658","Wright Medical Group NV"
31dec2016,2016,"USG","USG CORP","0000757011","USG Corp"
30sep2013,2013,"HOLX","HOLOGIC INC","0000859737","Hologic Inc"
31dec2014,2014,"EQIX","EQUINIX INC","0001101239","Equinix Inc"
31dec2016,2016,"JEF","JEFFERIES FINANCIAL GRP INC","0000096223","Jefferies Financial Group Inc"
31dec2015,2015,"CSGP","COSTAR GROUP INC","0001057352","CoStar Group Inc"
31dec2011,2011,"CRH","CRH PLC","0000849395","CRH PLC"
31dec2003,2003,"SAP","SAP SE","0001000184","SAP SE"
31dec2006,2006,"WTKWY","WOLTERS KLUWER NV","0000861967","Wolters Kluwer NV"
31dec2005,2005,"RHAYY","RHODIA","0001062814","Rhodia"
31dec2009,2009,"CME","CME GROUP INC","0001156375","CME Group Inc"
31dec2015,2015,"BBVA","BBVA","0000842180","Banco Bilbao Vizcaya Argentaria SA (BBVA)"
31oct2001,2001,"CIEN","CIENA CORP","0000936395","Ciena Corp"
31dec2011,2011,"CX","CEMEX SAB DE CV","0001076378","Cemex SAB de CV"
31dec2005,2005,"AON","AON PLC","0001808065","Aon plc"
31dec2007,2007,"STC","STEWART INFORMATION SERVICES","0000094344","Stewart Information Services Corp"
31dec2008,2008,"DSX","DIANA SHIPPING INC","0001318885","Diana Shipping Inc"
31dec2005,2005,"ABR","ARBOR REALTY TRUST INC","0001253986","Arbor Realty Trust Inc."
30jun2003,2003,"TPR","TAPESTRY INC","0001116132","Tapestry Inc"
31dec2009,2009,"TCLRY","TECHNICOLOR SA","0001080259","Technicolor SA"
31may2017,2016,"7252B","NATIONAL RURAL UTIL COOP CP","0000070502","National Rural Utilities Cooperative Finance Corp"
31dec2009,2009,"MLI","MUELLER INDUSTRIES","0000089439","Mueller Industries Inc."
31dec2002,2002,"PPP.3","POGO PRODUCING CO","0000230463","Pogo Producing Co"
31dec2016,2016,"NEE","NEXTERA ENERGY INC","0000753308","NextEra Energy Inc"
31dec2014,2014,"BCEI","BONANZA CREEK ENERGY INC","0001509589","Bonanza Creek Energy Inc"
31dec2013,2013,"UGP","ULTRAPAR PARTICIPACOES SA","0001094972","Ultrapar Participacoes SA"
31mar2009,2008,"FUJHY","SUBARU CORP","0000800364","Subaru Corp"
31dec2003,2003,"TIMHY","TIM HELLAS TELECOMM SA","0001060964","TIM Hellas Telecommunications SA"
31dec2016,2016,"ILMN","ILLUMINA INC","0001110803","Illumina Inc"
31dec2004,2004,"OSB","NORBORD INC","0000877365","Norbord Inc"
31dec2011,2011,"CODI","COMPASS DIVERSIFIED HOLDINGS","0001345126","Compass Diversified Holdings"
31dec2010,2010,"FNFG","FIRST NIAGARA FINANCIAL GRP","0001051741","First Niagara Financial Group Inc"
31dec2010,2010,"ES","EVERSOURCE ENERGY","0000072741","Eversource Energy"
31dec2008,2008,"DAN","DANA INC","0000026780","Dana Inc"
31dec2005,2005,"DRIV.1","DIGITAL RIVER INC","0001062530","Digital River Inc"
31dec2007,2007,"9769B","AMERICAN FAMILY INS GROUP","0001044906","American Family Insurance Group"
29feb2004,2003,"SVU","SUPERVALU INC","0000095521","SUPERVALU INC."
31dec2006,2006,"CFR","CULLEN/FROST BANKERS INC","0000039263","Cullen/Frost Bankers Inc"
31dec2014,2014,"SAN","BANCO SANTANDER SA","0000891478","Banco Santander SA"
31dec2012,2012,"KO","COCA-COLA CO","0000021344","Coca-Cola Co (The)"
31dec2001,2001,"ZBH","ZIMMER BIOMET HOLDINGS INC","0001136869","Zimmer Biomet Holdings Inc"
31dec2014,2014,"HTS","HATTERAS FINANCIAL CORP","0001419521","Hatteras Financial Corp"
30sep2016,2016,"BEN","FRANKLIN RESOURCES INC","0000038777","Franklin Resources Inc"
31dec2015,2015,"SPG","SIMON PROPERTY GROUP INC","0001063761","Simon Property Group Inc."
31dec2015,2015,"SVNT","SEVENTY SEVEN ENERGY INC","0001532930","Seventy Seven Energy Inc"
31jul2010,2010,"CSCO","CISCO SYSTEMS INC","0000858877","Cisco Systems Inc"
31dec2009,2009,"TIGO","MILLICOM INTL CELLULAR SA","0000912958","Millicom International Cellular SA"
30sep2016,2016,"SPB","SPECTRUM BRND HLDG INC","0000109177","Spectrum Brands Holdings Inc"
31dec2004,2004,"DTE","DTE ENERGY CO","0000936340","DTE Energy Co"
31dec2013,2013,"TCOM","TRIP COM GROUP LTD","0001269238","Trip com Group Ltd"
31dec2011,2011,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
31dec2004,2004,"CELG","CELGENE CORP","0000816284","Celgene Corp"
31jul2001,2001,"FIF.1","FINANCIAL FEDERAL CORP","0000854711","Financial Federal Corp."
31mar2011,2010,"DCMYY","NTT DOCOMO INC","0001166141","Ntt Docomo Inc"
30jun2006,2006,"SYHTY","SYMBION HEALTH LTD","0001418167","Symbion Health Ltd"
31dec2009,2009,"WTI","W&T OFFSHORE INC","0001288403","W&T Offshore Inc"
31dec2005,2005,"FCNCA","FIRST CITIZENS BANCSH  -CL A","0000798941","First Citizens BancShares Inc"
31dec2006,2006,"IM","INGRAM MICRO INC","0001018003","Ingram Micro Inc."
31dec2016,2016,"TIIAY","TELECOM ITALIA SPA","0000948642","Telecom Italia SPA"
31dec2010,2010,"BZLFY","BUNZL PLC","0001072397","Bunzl PLC"
31dec2011,2011,"WLL","WHITING PETROLEUM CORP","0001255474","Whiting Petroleum Corp"
31dec2016,2016,"MRO","MARATHON OIL CORP","0000101778","Marathon Oil Corp"
31dec2008,2008,"WRB","BERKLEY (W R) CORP","0000011544","Berkley (W.R.) Corp"
31dec2006,2006,"CLS","CELESTICA INC","0001030894","Celestica Inc"
31dec2004,2004,"8356B","CALPINE CORP","0000916457","Calpine Corp"
31dec2007,2007,"HTX","HUTCHISON TELECOMMUNICATION","0001293257","Hutchison Telecommunications International Ltd"
31dec2011,2011,"CNP","CENTERPOINT ENERGY INC","0001130310","CenterPoint Energy Inc."
31dec2015,2015,"BTU","PEABODY ENERGY CORP","0001064728","Peabody Energy Corp"
30jun2015,2015,"OTEX","OPEN TEXT CORP","0001002638","Open Text Corp"
31dec2007,2007,"VIAC","VIACOMCBS INC","0000813828","ViacomCBS Inc"
31aug2016,2016,"0123A","UNITED REFINING CO","0000101462","United Refining Co"
31dec2008,2008,"SID","COMPANHIA SIDERURGICA NACION","0001049659","Companhia Siderurgica Nacional"
31dec2016,2016,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
31dec2014,2014,"BTCM","BIT MINING LTD -ADR","0001517496","BIT Mining Ltd"
31dec2015,2015,"NS","NUSTAR ENERGY LP","0001110805","NuStar Energy LP"
31dec2005,2005,"EHC","ENCOMPASS HEALTH CORP","0000785161","Encompass Health Corp"
31jul2011,2011,"INTU","INTUIT INC","0000896878","Intuit Inc."
31dec2014,2014,"8135A","REVLON CONSUMER PRODUCTS CP","0000890547","Revlon Consumer Products Corp"
31dec2011,2011,"PGR","PROGRESSIVE CORP-OHIO","0000080661","Progressive Corp (The)"
31dec2006,2006,"FIG","FORTRESS INVESTMENT GRP LLC","0001380393","Fortress Investment Group LLC"
31mar2012,2011,"KYOCY","KYOCERA CORP","0000057083","Kyocera Corp"
31dec2002,2002,"AIBYY","AIB GROUP PLC","0001728918","AIB Group PLC"
31dec2016,2016,"FIBK","FIRST INTERSTATE BANCSYSTEM","0000860413","First Interstate BancSystem Inc"
31dec2013,2013,"MPO","MIDSTATES PETROLEUM CO INC","","Midstates Petroleum Co Inc"
31dec2008,2008,"DOFSQ","DIAMOND OFFSHRE DRILLING INC","0000949039","Diamond Offshore Drilling Inc."
31dec2004,2004,"CHK","CHESAPEAKE ENERGY CORP","0000895126","Chesapeake Energy Corp"
31dec2006,2006,"GLRE","GREENLIGHT CAPITAL RE LTD","0001385613","Greenlight Capital Re Ltd"
31dec2001,2001,"IBM","INTL BUSINESS MACHINES CORP","0000051143","International Business Machines Corp"
31dec2004,2004,"THG","HANOVER INSURANCE GROUP INC","0000944695","Hanover Insurance Group Inc (The)"
31dec2001,2001,"MTB","M & T BANK CORP","0000036270","M&T Bank Corp"
31dec2001,2001,"CS","CREDIT SUISSE GROUP","0001159510","Credit Suisse Group"
31mar2002,2001,"JALSQ","JAPAN AIRLINES CO LTD","0000800673","Japan Airlines Co Ltd"
31dec2006,2006,"BG","BUNGE LTD","0001144519","Bunge Ltd"
31dec2014,2014,"TKR","TIMKEN CO","0000098362","Timken Co (The)"
31dec2012,2012,"MAR","MARRIOTT INTL INC","0001048286","Marriott International Inc"
31dec2006,2006,"CNA","CNA FINANCIAL CORP","0000021175","CNA Financial Corp"
30jun2015,2015,"CMPR","CIMPRESS PLC","0001262976","Cimpress PLC"
31dec2013,2013,"OGE","OGE ENERGY CORP","0001021635","OGE Energy Corp."
31dec2016,2016,"ASRT","ASSERTIO HOLDINGS INC","0001005201","Assertio Holdings Inc"
31dec2009,2009,"3284B","PLAINSCAPITAL CORP","0000822083","PlainsCapital Corp"
31dec2014,2014,"NOV","NOV INC","0001021860","NOV Inc"
31dec2007,2007,"TMICY","TREND MICRO INC","0001089463","Trend Micro Inc"
31dec2001,2001,"ICIYY","ICI-IMPERIAL CHEM INDS PLC","0000049906","Imperial Chemical Industries PLC ICI"
31dec2016,2016,"ATI","ALLEGHENY TECHNOLOGIES INC","0001018963","Allegheny Technologies Inc"
31dec2013,2013,"Z","ZILLOW GROUP INC","0001617640","Zillow Group Inc"
31dec2011,2011,"SCMWY","SWISSCOM AG","0001069336","Swisscom AG, Ittigen"
31dec2016,2016,"AGU","AGRIUM INC","0000943003","Agrium Inc."
31dec2014,2014,"FNB","F N B CORP/FL","0000037808","F.N.B. Corp"
31dec2007,2007,"KNBWY","KIRIN HOLDINGS CO LTD","0000800901","Kirin Holdings Co Ltd"
31dec2014,2014,"MITL","MITEL NETWORKS CORP","0001170534","Mitel Networks Corp"
31dec2004,2004,"ICBC","INDEPENDENCE CMNTY BK CORP","0000945734","Independence Community Bank Corp."
31aug2002,2002,"9919B","CHS INC","0000823277","CHS Inc"
31dec2002,2002,"KT","KT CORP","0000892450","Kt Corp"
31dec2012,2012,"MTCH","MATCH GROUP INC","0000891103","Match Group Inc"
31dec2009,2009,"EROC","EAGLE ROCK ENERGY PARTNRS LP","0001364541","Eagle Rock Energy Partners LP"
31jan2002,2001,"BEAS","BEA SYSTEMS INC","0001031798","Bea Systems Inc"
31may2015,2014,"NKE","NIKE INC  -CL B","0000320187","Nike Inc"
31dec2010,2010,"ETFC","E TRADE FINANCIAL CORP","0001015780","E*TRADE Financial Corporation"
31jul2012,2012,"FERG","FERGUSON PLC","0001714179","Ferguson PLC"
30sep2010,2010,"TSN","TYSON FOODS INC  -CL A","0000100493","Tyson Foods Inc."
31dec2014,2014,"PE","PARSLEY ENERGY INC","0001594466","Parsley Energy Inc"
31dec2012,2012,"BAK","BRASKEM SA","0001071438","Braskem SA"
31dec2009,2009,"LCC","US AIRWAYS GROUP INC","0000701345","US Airways Group Inc"
31dec2001,2001,"CNW","CON-WAY INC","0000023675","Con-Way Inc"
31dec2009,2009,"BXC","BLUELINX HOLDINGS INC","0001301787","BlueLinx Holdings Inc"
31dec2016,2016,"ABB","ABB LTD","0001091587","ABB Ltd"
31dec2013,2013,"STWD","STARWOOD PROPERTY TRUST INC","0001465128","Starwood Property Trust Inc"
31dec2016,2016,"FCB","FCB FINANCIAL HOLDINGS INC","0001476651","FCB Financial Holdings Inc"
31dec2010,2010,"UNM","UNUM GROUP","0000005513","Unum Group"
31dec2008,2008,"WLH","WILLIAM LYON HOMES","0001095996","William Lyon Homes"
31dec2012,2012,"NGLOY","ANGLO AMERICAN PLC","0001088370","Anglo American PLC"
31dec2005,2005,"NAT","NORDIC AMERICAN TANKERS LTD","0001000177","Nordic American Tankers Ltd"
31dec2015,2015,"BITA","BITAUTO HOLDINGS LTD  -ADR","0001499781","Bitauto Holdings Ltd"
31dec2015,2015,"XOG","EXTRACTION OIL & GAS INC","0001655020","Extraction Oil & Gas Inc"
31dec2007,2007,"EBR","ELETROBRAS-CENTR ELETR BRAS","0001439124","Centrais Eletricas Brasileiras Sa-Eletrobras"
31mar2007,2006,"TLKGY","TELKOM SA SOC LTD","0001214299","Telkom SA SOC Ltd"
31dec2003,2003,"LORL","LORAL SPACE & COMMUNICATIONS","0001006269","Loral Space & Communications Inc"
31dec2006,2006,"PUSH","PUBLIX SUPER MARKETS INC","0000081061","Publix Super Markets Inc"
31dec2011,2011,"PBCT","PEOPLE'S UNITED FINL INC","0001378946","People's United Financial Inc"
31dec2001,2001,"AEG","AEGON NV","0000769218","Aegon NV"
29feb2008,2007,"STZ","CONSTELLATION BRANDS","0000016918","Constellation Brands Inc"
31dec2005,2005,"PCBC.3","PACIFIC CAPITAL BANCORP","0000357264","Pacific Capital Bancorp"
31dec2011,2011,"NTES","NETEASE INC","0001110646","Netease Inc"
30sep2011,2011,"ATO","ATMOS ENERGY CORP","0000731802","Atmos Energy Corp"
31mar2009,2008,"LM","LEGG MASON INC","0000704051","Legg Mason Inc"
31dec2006,2006,"OMG","OM GROUP INC","0000899723","OM Group Inc"
31dec2016,2016,"ALRS","ALERUS FINANCIAL CORP","0000903419","Alerus Financial Corp"
31dec2005,2005,"THG","HANOVER INSURANCE GROUP INC","0000944695","Hanover Insurance Group Inc (The)"
31dec2008,2008,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
31dec2007,2007,"SNY","SANOFI","0001121404","Sanofi"
31dec2011,2011,"UNM","UNUM GROUP","0000005513","Unum Group"
31dec2011,2011,"DYN1","DYNEGY HOLDINGS INC","0001105055","Dynegy Holdings Inc"
31dec2013,2013,"DGI","DIGITALGLOBE INC","0001208208","DigitalGlobe Inc"
31dec2009,2009,"XL.1","XL GROUP LTD","0000875159","XL Group Ltd"
30sep2002,2002,"CCTVY","CARLTON COMMUNICATIONS PLC","0000765245","Carlton Communications PLC"
31dec2011,2011,"BDRBF","BOMBARDIER INC  -CL B","0000878334","Bombardier Inc"
31dec2007,2007,"TKC","TURKCELL ILETISIM HIZMET","0001071321","Turkcell Iletisim Hizmet AS"
31dec2013,2013,"TCP","TC PIPELINES LP","0001075607","TC PipeLines LP"
31dec2002,2002,"GE1","GENERAL ELECTRIC CAP CORP","0000040554","General Electric Capital Corp"
31mar2011,2010,"HDB","HDFC BANK LTD","0001144967","H D F C Bank Ltd"
31dec2006,2006,"MRH","MONTPELIER RE HOLDINGS","0001165880","Montpelier Re Holdings Ltd"
31dec2015,2015,"YDKN","YADKIN FINANCIAL CORP","0001366367","Yadkin Financial Corp"
31dec2011,2011,"NBHC","NATIONAL BANK HLDGS CORP","0001475841","National Bank Holdings Corp"
31dec2001,2001,"NSTLQ","NATIONAL STEEL CORP  -CL B","0000070578","National Steel Corp"
31mar2006,2005,"TATYY","TATE & LYLE PLC","0000753296","Tate & Lyle PLC"
31dec2016,2016,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
31dec2010,2010,"UIS","UNISYS CORP","0000746838","Unisys Corp"
31dec2014,2014,"PNLYY","POSTNL NV","0001725969","PostNL NV"
31dec2005,2005,"AXP1","AMERICAN EXPRESS CREDIT CORP","0000004969","American Express Credit Corp"
31dec2005,2005,"OSG","OVERSEAS SHIPHOLDING GROUP","0000075208","Overseas Shipholding Group Inc."
30apr2007,2006,"0173A","SMITHFIELD FOODS INC","0000091388","Smithfield Foods Inc."
31dec2012,2012,"GM2","GENERAL MOTORS FINL CO INC","0000804269","General Motors Financial Co Inc"
31dec2009,2009,"AKAM","AKAMAI TECHNOLOGIES INC","0001086222","Akamai Technologies Inc"
31dec2013,2013,"TWO","TWO HARBORS INVESTMENT CORP","0001465740","Two Harbors Investment Corp"
31may2010,2009,"NKE","NIKE INC  -CL B","0000320187","Nike Inc"
31dec2008,2008,"MTCPY","MTR CORP LTD","0001159204","MTR Corp Ltd"
